source_file,sector,subsector,technology,year,capital_overnight_1975USD_per_kW,fixed_charge_rate,OM_fixed,OM_var,capacity_factor
GlobalTechCapital,electricity,solar,CSP_storage,2050,2270,0.13,,,
GlobalTechCapital,electricity,solar,CSP_storage,2055,1047,0.13,,,
GlobalTechCapital,electricity,solar,CSP_storage,2060,1043,0.13,,,
GlobalTechCapital,electricity,solar,CSP_storage,2065,1040,0.13,,,
GlobalTechCapital,electricity,solar,CSP_storage,2070,1036,0.13,,,
GlobalTechCapital,electricity,solar,CSP_storage,2075,1032,0.13,,,
GlobalTechCapital,electricity,solar,CSP_storage,2080,1029,0.13,,,
GlobalTechCapital,electricity,solar,CSP_storage,2085,1025,0.13,,,
GlobalTechCapital,electricity,solar,CSP_storage,2090,1022,0.13,,,
GlobalTechCapital,electricity,solar,CSP_storage,2095,1018,0.13,,,
GlobalTechCapital,electricity,solar,CSP_storage,2100,1014,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,1975,1768,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,1990,1768,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2005,1768,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2010,1768,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2015,1717,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2020,1681,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2025,1629,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2030,1591,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2035,1548,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2040,1504,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2045,1462,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2050,1408,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2055,1387,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2060,1366,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2065,1346,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2070,1326,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2075,1306,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2080,1287,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2085,1268,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2090,1249,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2095,1230,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_III,2100,1212,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,1975,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,1990,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2005,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2010,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2015,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2020,1673,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2025,1621,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2030,1583,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2035,1540,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2040,1497,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2045,1455,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2050,1402,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2055,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2060,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2065,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2070,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2075,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2080,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2085,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2090,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2095,1704,0.13,,,
GlobalTechCapital,electricity,nuclear,Gen_II_LWR,2100,1704,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,1975,667,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,1990,667,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2005,667,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2010,667,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2015,667,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2020,345,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2025,311,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2030,277,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2035,262,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2040,246,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2045,233,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2050,220,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2055,119,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2060,119,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2065,119,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2070,119,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2075,119,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2080,119,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2085,119,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2090,119,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2095,119,0.13,,,
GlobalIntTechCapital,electricity,solar,PV,2100,119,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,1975,1363,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,1990,1363,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2005,1363,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2010,1109,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2015,1108,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2020,701,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2025,579,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2030,501,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2035,472,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2040,443,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2045,415,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2050,388,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2055,363,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2060,349,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2065,340,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2070,334,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2075,329,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2080,326,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2085,324,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2090,323,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2095,322,0.13,,,
GlobalTechCapital,electricity,solar,PV_storage,2100,321,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),1975,2742,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),1990,2742,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2005,2742,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2010,2578,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2015,2339,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2020,2193,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2025,2063,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2030,1973,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2035,1892,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2040,1823,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2045,1769,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2050,1706,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2055,1683,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2060,1659,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2065,1636,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2070,1613,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2075,1591,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2080,1569,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2085,1547,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2090,1526,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2095,1504,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC CCS),2100,1484,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),1975,1859,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),1990,1859,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2005,1859,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2010,1747,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2015,1747,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2020,1566,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2025,1494,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2030,1440,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2035,1391,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2040,1346,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2045,1306,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2050,1260,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2055,1213,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2060,1168,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2065,1125,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2070,1083,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2075,1043,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2080,1004,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2085,966,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2090,930,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2095,896,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (IGCC),2100,862,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),1975,2386,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),1990,2386,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2005,2386,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2010,2243,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2015,2243,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2020,1994,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2025,1894,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2030,1825,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2035,1763,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2040,1710,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2045,1665,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2050,1613,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2055,1592,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2060,1572,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2065,1552,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2070,1532,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2075,1512,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2080,1492,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2085,1473,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2090,1454,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2095,1436,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv CCS),2100,1417,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),1975,1239,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),1990,1239,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2005,1239,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2010,1165,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2015,1132,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2020,1077,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2025,1050,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2030,1037,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2035,1020,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2040,1003,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2045,988,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2050,964,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2055,964,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2060,964,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2065,964,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2070,964,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2075,964,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2080,964,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2085,964,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2090,964,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2095,964,0.13,,,
GlobalTechCapital,electricity,biomass,biomass (conv),2100,964,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),1975,2408,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),1990,2408,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2005,2408,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2010,2408,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2015,2339,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2020,2193,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2025,2063,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2030,1973,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2035,1892,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2040,1823,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2045,1769,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2050,1706,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2055,1672,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2060,1639,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2065,1606,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2070,1574,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2075,1542,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2080,1511,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2085,1481,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2090,1452,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2095,1423,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC CCS),2100,1394,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),1975,1239,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),1990,1239,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2005,1239,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2010,1156,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2015,1123,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2020,1093,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2025,1039,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2030,1010,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2035,987,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2040,967,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2045,951,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2050,926,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2055,914,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2060,903,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2065,891,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2070,880,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2075,869,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2080,858,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2085,847,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2090,837,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2095,826,0.13,,,
GlobalTechCapital,electricity,coal,coal (IGCC),2100,816,0.13,,,
